mbs coordinate
162,307,0,0
1739,97,1,0
913,538,0,0
1890,433,1,0
84,393,1,0
1277,1145,0,0
1952,1734,1,0
1657,297,1,0
1896,607,1,0
621,1144,0,0
691,1947,0,0
845,933,1,0
643,1181,1,0
1312,1278,1,0
1976,387,0,0
1392,560,0,0
115,808,1,0
1354,1299,1,0
522,148,0,0
1489,1821,0,0
1389,1667,0,0
1038,1243,0,0
1378,597,0,0
601,269,0,0
141,1169,0,0
653,1452,0,0
677,490,0,0
1572,220,0,0
892,1579,1,0
1523,585,1,0
1439,320,1,0
1487,1083,0,0
1779,178,0,0
1789,1299,1,0
1730,1430,0,0
476,1721,1,0
11,908,1,0
447,893,0,0
671,1675,1,0
1758,1506,0,0
566,510,0,0
1606,1853,1,0
1392,1705,0,0
4,1956,0,0
729,1020,0,0
673,274,0,0
1044,1403,0,0
284,258,0,0
525,1683,0,0
1334,708,1,0
82,508,0,0
1936,545,0,0
557,978,1,0
1342,1271,0,0
1476,1681,0,0
384,967,0,0
1662,1491,0,0
591,512,0,0
483,561,0,0
1918,548,0,0
1161,1277,1,0
211,422,0,0
1033,955,0,0
281,790,0,0
1792,1872,0,0
435,1257,0,0
421,1257,1,0
1048,1316,0,0
225,262,0,0
1854,67,0,0
868,667,0,0
1361,152,1,0
1285,222,0,0
703,811,0,0
578,1650,0,0
1427,1873,1,0
49,1510,0,0
82,1004,0,0
535,1147,0,0
709,192,1,0
557,1857,0,0
1300,969,0,0
112,705,0,0
323,474,0,0
1674,1180,0,0
2,1920,0,0
940,211,0,0
1567,65,0,0
1252,712,0,0
655,579,0,0
1656,993,0,0
1909,0,0,0
1697,1956,0,0
1461,1695,0,0
1353,949,0,0
115,113,0,0
397,757,1,0
1816,570,1,0
859,1593,0,0
370,874,1,0
1246,40,1,0
1423,1913,0,0
1928,1309,0,0
258,1736,0,0
961,1159,0,0
1357,519,0,0
1375,186,0,0
1440,777,1,0
144,596,0,0
129,1164,0,0
926,252,1,0
811,726,0,0
1924,453,1,0
204,926,0,0
1388,1874,0,0
1573,1037,0,0
602,926,0,0
300,376,1,0
1445,1332,0,0
1420,788,0,0
250,1020,0,0
1826,817,0,0
1344,343,0,0
388,935,0,0
225,1651,0,0
1997,1832,0,0
744,1938,0,0
1470,326,0,0
1711,1999,0,0
1219,18,0,0
555,580,0,0
1839,1971,0,0
527,538,0,0
361,256,0,0
1493,389,0,0
1641,1088,1,0
1489,120,1,0
248,943,0,0
1418,1108,0,0
1303,1101,0,0
1112,457,0,0
1400,276,1,0
705,918,0,0
1075,802,1,0
40,1539,0,0
277,1356,0,0
1562,610,0,0
591,1969,1,0
1139,1276,0,0
1223,1589,0,0
1981,1296,1,0
887,435,0,0
1359,1714,0,0
1432,294,1,0
926,1857,0,0
1106,1686,0,0
842,1878,1,0
1051,591,0,0
1616,972,0,0
1700,377,0,0
240,1901,1,0
1783,829,1,0
256,1423,1,0
1301,408,0,0
164,1428,0,0
1300,1725,0,0
277,1571,0,0
1484,360,0,0
1788,55,0,0
856,1161,0,0
745,1881,0,0
794,1336,0,0
652,85,1,0
1117,1079,0,0
1379,1203,0,0
1897,1809,0,0
613,753,0,0
354,1950,0,0
1667,1272,0,0
781,49,0,0
800,1496,0,0
1214,1960,1,0
240,410,0,0
623,430,0,0
643,253,0,0
191,589,1,0
1206,253,1,0
950,1084,0,0
area 2
-208,721,1,0
-381,614,0,0
-1970,1649,0,0
-1479,1006,1,0
-171,619,0,0
-860,195,0,0
-1239,552,1,0
-112,357,0,0
-1062,264,1,0
-129,981,0,0
-1786,1281,0,0
-1704,1707,1,0
-817,51,0,0
-1145,1338,0,0
-318,1781,0,0
-250,641,0,0
-865,421,0,0
-996,353,1,0
-1142,704,1,0
-222,278,1,0
-1936,731,1,0
-303,1735,0,0
-551,1522,1,0
-1057,194,1,0
-107,681,1,0
-559,870,1,0
-224,1482,0,0
-638,1061,0,0
-1834,766,0,0
-1830,1762,0,0
-1541,1624,0,0
-418,1313,0,0
-1885,1047,1,0
-563,1811,0,0
-1909,1389,0,0
-354,1020,0,0
-1390,1424,0,0
-598,1018,0,0
-1023,285,0,0
-1376,1283,1,0
-1973,1163,0,0
-1472,105,1,0
-1579,730,1,0
-1997,455,1,0
-1034,1622,0,0
-1835,1126,0,0
-420,696,1,0
-1210,1666,0,0
-1433,1063,0,0
-508,1228,0,0
-112,800,0,0
-76,253,0,0
-1048,1388,0,0
-941,1230,0,0
-397,740,0,0
-1195,534,0,0
-1025,1915,0,0
-1470,1468,0,0
-105,1154,0,0
-863,408,0,0
-1980,192,0,0
-752,1725,1,0
-41,1450,0,0
-1905,1991,0,0
-275,1972,1,0
-635,1531,0,0
-1782,657,1,0
-1111,1719,0,0
-1962,1127,0,0
-1312,629,0,0
-231,627,0,0
-198,244,0,0
-1313,1763,0,0
-300,42,0,0
-836,1445,0,0
-1557,795,0,0
-582,485,0,0
-144,538,1,0
-259,1703,0,0
-1328,883,0,0
-440,136,0,0
-1361,1454,0,0
-254,1278,1,0
-1558,122,0,0
-201,628,0,0
-1665,1615,0,0
-760,764,0,0
-1355,124,0,0
-1687,1065,0,0
-6,662,1,0
-1660,1106,0,0
-896,283,0,0
-473,1514,1,0
-1041,1835,1,0
-1041,1298,0,0
-1823,9,1,0
-503,1888,0,0
-171,1294,1,0
-869,1177,0,0
-1668,927,0,0
-1110,963,0,0
-862,1475,0,0
-964,485,0,0
-424,1971,0,0
-992,1096,1,0
-1310,1468,0,0
-1839,583,0,0
-541,1333,0,0
-778,1532,0,0
-869,811,1,0
-1435,1054,0,0
-528,1531,1,0
-91,1729,0,0
-1102,188,1,0
-555,345,0,0
-1361,362,0,0
-80,376,0,0
-211,274,0,0
-1553,1416,0,0
-1366,572,0,0
-1740,1993,0,0
-1338,1051,0,0
-886,1262,0,0
-1415,1567,1,0
-66,277,0,0
-788,810,0,0
-1299,1689,0,0
-1754,969,1,0
-1159,1074,0,0
-680,268,0,0
-888,115,0,0
-1588,957,0,0
-990,1417,0,0
-1793,1857,0,0
-20,762,0,0
-285,1873,0,0
-385,1995,1,0
-1898,1930,0,0
-1069,1967,0,0
-1814,1491,0,0
-1631,480,1,0
-1717,151,0,0
-1351,1746,0,0
-469,1672,1,0
-1629,1513,0,0
-1891,902,0,0
-1881,869,0,0
-1590,1074,0,0
-436,1311,0,0
-280,834,0,0
-441,334,0,0
-1494,1880,0,0
-1151,666,0,0
-279,1525,0,0
-916,1972,0,0
-612,522,0,0
-872,1959,0,0
-633,1565,0,0
-436,1146,0,0
-203,929,1,0
-1214,463,0,0
-643,1625,0,0
-1355,422,1,0
-196,324,0,0
-1448,1969,1,0
-801,206,0,0
-1951,535,0,0
-1443,211,0,0
-153,576,1,0
-1672,1106,0,0
-1331,940,0,0
-634,872,0,0
-1942,1119,0,0
-1602,632,0,0
-1247,1301,1,0
-1158,290,0,0
-1725,275,0,0
-505,1619,0,0
-1102,1641,0,0
-1357,786,0,0
-1713,1720,0,0
-149,471,0,0
-1024,1446,0,0
-1880,1666,0,0
-989,1571,0,0
-98,594,0,0
-56,1401,0,0
-558,310,0,0
-8,1393,0,0
-487,1915,0,0
-675,1653,1,0
-602,112,1,0
-1747,845,0,0
-585,412,0,0
-1812,1543,0,0
-1722,1775,0,0
-1239,1641,0,0
-1405,1416,0,0
-312,1351,1,0
-1980,671,0,0
-1490,622,0,0
-1126,1060,0,0
-127,87,0,0
-785,950,1,0
-721,1970,1,0
-335,1409,0,0
-1482,289,0,0
-583,30,0,0
-1095,1670,1,0
-1059,881,0,0
-1882,1812,1,0
-1410,1464,0,0
-1724,1965,0,0
-1699,926,1,0
-1026,260,0,0
-1367,1215,0,0
-614,19,1,0
-1244,293,0,0
-1503,580,0,0
-358,961,1,0
-19,159,0,0
-1126,1486,0,0
-1636,137,0,0
-1820,1576,0,0
-117,756,0,0
-1018,685,0,0
-1670,987,0,0
-609,55,0,0
-371,716,0,0
-485,1718,1,0
-323,546,0,0
-300,1833,1,0
-1375,580,1,0
-793,1647,0,0
-171,1543,0,0
-1849,1975,0,0
-1350,874,0,0
-434,243,0,0
-1837,1857,0,0
-784,1817,1,0
-1402,447,0,0
-1735,319,0,0
-705,53,1,0
-1630,382,0,0
-1037,156,0,0
-1249,950,0,0
-300,333,0,0
-455,954,0,0
-485,828,1,0
-1288,1068,0,0
-437,143,1,0
-283,106,1,0
-872,799,0,0
-909,1880,0,0
-658,430,0,0
-735,1910,0,0
-644,1518,1,0
-1630,1758,0,0
-981,138,0,0
-1591,1213,0,0
-587,676,0,0
-1937,1121,0,0
-1200,618,1,0
-14,1360,0,0
-1909,1097,0,0
-1375,1285,1,0
-1467,361,0,0
-1728,272,1,0
-722,874,0,0
-470,1498,1,0
-1323,1657,0,0
-63,1093,0,0
-967,1284,1,0
-983,223,1,0
-1580,900,1,0
-1905,239,0,0
-1051,315,1,0
-1728,1436,1,0
-764,155,0,0
-796,1457,0,0
-236,964,0,0
-705,1137,0,0
-80,525,1,0
-2000,305,1,0
-1428,1510,1,0
area 3
-870,-1076,0,0
-1711,-1779,1,0
-377,-370,0,0
-437,-1709,0,0
-1003,-761,0,0
-840,-1063,0,0
-452,-1023,1,0
-802,-1483,1,0
-227,-1100,1,0
-695,-675,0,0
-1836,-1445,1,0
-587,-1826,0,0
-1926,-126,0,0
-335,-798,0,0
-1475,-1542,0,0
-209,-1239,1,0
-1505,-1335,0,0
-1261,-768,0,0
-25,-1194,0,0
-753,-240,0,0
-1241,-233,0,0
-388,-1398,1,0
-353,-1892,1,0
-1547,-758,0,0
-1114,-395,0,0
-1681,-253,0,0
-1133,-1558,0,0
-319,-109,0,0
-603,-28,0,0
-1475,-1475,0,0
-424,-1491,0,0
-620,-1120,1,0
-88,-1785,0,0
-1592,-1502,0,0
-1768,-1927,0,0
-246,-535,0,0
-437,-1666,1,0
-40,-1452,0,0
-463,-752,0,0
-1509,-895,0,0
-46,-537,0,0
-675,-1188,0,0
-1706,-916,0,0
-408,-2000,0,0
-1210,-1039,0,0
-1185,-677,0,0
-1322,-1945,0,0
-241,-1299,0,0
-1588,-1839,0,0
-992,-1935,0,0
-1001,-176,0,0
-408,-1672,1,0
-1886,-321,0,0
-63,-839,0,0
-839,-1411,0,0
-1153,-792,0,0
-1572,-104,1,0
-1749,-323,0,0
-205,-530,0,0
-180,-1482,0,0
-1493,-1125,0,0
-1331,-1025,1,0
-192,-1423,0,0
-1648,-170,0,0
-412,-1672,0,0
-171,-1081,1,0
-514,-1182,1,0
-44,-1619,0,0
-1138,-6,0,0
-1672,-772,1,0
-287,-1820,0,0
-984,-1952,0,0
-103,-1271,1,0
-73,-195,0,0
-772,-1432,0,0
-1069,-1941,0,0
-1403,-975,0,0
-57,-823,1,0
-230,-553,0,0
-1107,-1347,0,0
-1933,-1458,0,0
-1875,-1634,0,0
-1434,-172,0,0
-1981,-556,0,0
-1304,-1302,0,0
-1843,-1779,0,0
-965,-1302,0,0
-1670,-708,0,0
-1448,-1946,1,0
-99,-370,1,0
-1946,-795,0,0
-489,-1623,1,0
-1927,-1216,0,0
-599,-1872,1,0
-1909,-639,0,0
-430,-655,0,0
-1929,-821,1,0
-43,-1072,1,0
-769,-999,1,0
-290,-1264,0,0
-280,-972,0,0
-609,-900,0,0
-589,-1674,0,0
-1025,-1204,0,0
-1714,-445,0,0
-1841,-150,0,0
-830,-498,0,0
-1991,-320,1,0
-1925,-1992,0,0
-1628,-1631,0,0
-1082,-1650,0,0
-1372,-509,0,0
-421,-710,0,0
-1758,-1416,0,0
-1409,-1616,0,0
-1352,-1762,0,0
-1207,-334,1,0
-511,-213,0,0
-1570,-928,0,0
-376,-25,0,0
-202,-1320,1,0
-1463,-1489,0,0
-205,-620,1,0
-971,-1729,0,0
-1168,-1520,0,0
-999,-1828,0,0
-886,-1911,1,0
-611,-505,0,0
-133,-941,0,0
-1974,-959,0,0
-1806,-1581,0,0
-570,-1051,1,0
-1735,-537,0,0
-655,-978,0,0
-759,-241,0,0
-1014,-520,0,0
-948,-1400,1,0
-1229,-581,0,0
-4,-234,0,0
-109,-464,0,0
-54,-1721,0,0
-1158,-1467,1,0
-1304,-830,0,0
-349,-1730,0,0
-1319,-340,1,0
-1150,-350,0,0
-1077,-1706,0,0
-299,-74,0,0
-1603,-223,0,0
-1068,-1006,0,0
-14,-418,1,0
-957,-1374,1,0
-951,-967,0,0
-553,-1655,0,0
-908,-1129,0,0
-1203,-1651,0,0
-476,-1801,0,0
-749,-205,1,0
-986,-529,0,0
-1034,-1395,0,0
-279,-1024,0,0
-1315,-1165,1,0
-318,-1951,0,0
-1071,-1581,1,0
-672,-507,0,0
-1550,-1457,0,0
-646,-1827,0,0
-208,-145,0,0
-279,-1750,0,0
-537,-29,0,0
-1981,-1180,0,0
-1815,-1644,1,0
-890,-1502,0,0
-1172,-913,0,0
-793,-1319,1,0
-200,-1446,1,0
-135,-62,0,0
-1556,-1132,0,0
-928,-1944,0,0
-1799,-1487,1,0
-392,-123,1,0
-325,-786,1,0
-1094,-1040,0,0
-1926,-1378,1,0
-1400,-136,0,0
-852,-580,0,0
-737,-205,0,0
-94,-1628,0,0
-1161,-1353,0,0
-1591,-1146,0,0
-1796,-889,1,0
-123,-1196,1,0
-910,-1095,1,0
-920,-1589,0,0
-350,-1384,0,0
-95,-1337,0,0
-330,-87,0,0
-1711,-293,0,0
-841,-452,0,0
-298,-1551,0,0
-7,-1446,0,0
-1766,-280,0,0
-1947,-436,0,0
-1356,-1967,0,0
-1253,-1282,1,0
-1806,-704,0,0
-1222,-987,0,0
-301,-1896,1,0
-822,-1350,0,0
-1142,-934,1,0
-246,-481,0,0
-601,-491,0,0
-1415,-1017,1,0
-1803,-497,1,0
-1639,-1156,0,0
-1243,-520,0,0
-1561,-1102,0,0
-109,-1862,0,0
-1527,-1396,1,0
-1761,-970,0,0
-343,-774,1,0
-542,-631,0,0
-1433,-1274,1,0
-289,-330,0,0
-348,-744,0,0
-1614,-1837,1,0
-1188,-141,0,0
-1384,-1285,1,0
-1615,-235,0,0
-913,-1727,0,0
-1175,-181,0,0
-1058,-393,1,0
-603,-1741,0,0
-1938,-1356,1,0
-1691,-1197,0,0
-963,-728,0,0
-250,-1099,1,0
-284,-102,0,0
-154,-1993,1,0
-1124,-235,0,0
-1836,-1439,0,0
-204,-199,0,0
-482,-486,0,0
-598,-34,0,0
-739,-195,0,0
-1083,-369,0,0
-1002,-525,0,0
-1722,-1107,0,0
-1881,-1804,1,0
-1517,-260,0,0
-48,-183,1,0
-1658,-1280,1,0
-1994,-340,0,0
-1989,-333,1,0
-1344,-68,0,0
-1096,-1658,0,0
-275,-1567,0,0
-1096,-1284,0,0
-191,-345,0,0
-1586,-1793,0,0
-1039,-1071,0,0
-602,-108,1,0
-491,-1295,0,0
-107,-1978,0,0
-1586,-418,0,0
-1619,-1922,0,0
-63,-1308,0,0
-1056,-1183,0,0
-517,-1398,1,0
-78,-153,1,0
-1450,-788,0,0
-185,-896,0,0
-1109,-1942,0,0
-83,-860,0,0
-1991,-1431,0,0
-1361,-393,0,0
-307,-1923,0,0
-1257,-1514,1,0
-268,-1251,0,0
-986,-1429,0,0
-1280,-1466,1,0
-1262,-1269,1,0
-87,-409,0,0
-1246,-269,0,0
-1042,-966,0,0
-1284,-1625,0,0
-20,-1462,0,0
-1125,-617,0,0
-1726,-1409,0,0
-1775,-728,0,0
-1614,-11,1,0
-479,-541,1,0
-127,-1957,1,0
-227,-843,1,0
-905,-875,0,0
-1888,-1429,0,0
-563,-705,0,0
-511,-1740,0,0
-840,-117,0,0
-396,-1345,1,0
-526,-303,1,0
-1836,-1016,1,0
-13,-1621,0,0
area 4
1345,-1038,1,0
1540,-1904,0,0
684,-86,0,0
834,-1235,0,0
1576,-500,0,0
42,-1666,0,0
1439,-247,0,0
718,-1763,1,0
1555,-169,0,0
934,-1697,0,0
1186,-1267,0,0
814,-1056,0,0
1103,-1905,0,0
1561,-1407,0,0
452,-438,1,0
420,-120,0,0
799,-989,1,0
1435,-889,0,0
672,-909,1,0
474,-1297,1,0
452,-1209,0,0
725,-121,0,0
201,-1140,0,0
1801,-1449,0,0
458,-1155,0,0
701,-1002,0,0
1046,-349,1,0
1571,-1449,0,0
1216,-243,0,0
1171,-1010,1,0
65,-22,0,0
354,-1667,1,0
1640,-1614,0,0
1499,-867,0,0
446,-428,0,0
1119,-1547,1,0
730,-1823,0,0
160,-980,0,0
555,-1568,0,0
1338,-1894,1,0
1193,-621,0,0
1794,-671,1,0
859,-1536,0,0
1432,-470,0,0
295,-1710,1,0
1368,-70,1,0
720,-1867,0,0
1545,-1412,0,0
1801,-1392,0,0
1792,-428,0,0
972,-1034,0,0
1074,-1939,0,0
59,-698,1,0
521,-1257,0,0
1496,-569,0,0
1033,-507,0,0
1154,-1093,1,0
1678,-1437,1,0
44,-775,0,0
1403,-745,1,0
1472,-1348,0,0
1616,-811,0,0
902,-1408,0,0
142,-464,0,0
981,-1847,0,0
599,-1600,0,0
23,-1347,0,0
856,-679,1,0
1472,-1973,1,0
1462,-1780,1,0
1755,-661,0,0
614,-796,0,0
1978,-354,0,0
1220,-540,0,0
91,-1008,1,0
1574,-900,0,0
1529,-1950,0,0
1110,-1143,1,0
1258,-1330,0,0
1547,-969,0,0
1445,-1088,0,0
1735,-1669,1,0
733,-776,1,0
1785,-1095,0,0
742,-1747,0,0
1112,-1461,0,0
1010,-635,0,0
1694,-1243,1,0
1030,-148,0,0
1097,-1344,0,0
1754,-1857,0,0
366,-719,1,0
1296,-1573,0,0
1406,-1558,0,0
1604,-699,0,0
873,-1518,0,0
267,-1062,0,0
927,-823,0,0
260,-1734,1,0
1178,-1220,0,0
91,-735,0,0
1497,-804,0,0
59,-403,0,0
422,-1284,0,0
1558,-1192,0,0
1176,-465,1,0
736,-1231,1,0
406,-117,0,0
233,-1287,1,0
1336,-251,0,0
1266,-1515,0,0
344,-511,0,0
949,-317,0,0
1091,-745,0,0
358,-1207,0,0
13,-332,1,0
541,-1176,0,0
745,-315,0,0
508,-916,0,0
1438,-1678,0,0
769,-629,0,0
1960,-483,1,0
1381,-263,0,0
1169,-601,0,0
1764,-325,1,0
919,-592,0,0
1348,-1891,1,0
865,-778,0,0
544,-1121,0,0
63,-416,0,0
76,-1421,0,0
307,-723,0,0
1269,-1102,0,0
1494,-59,0,0
1526,-1193,0,0
1914,-1964,1,0
297,-562,0,0
306,-738,0,0
13,-1046,0,0
1549,-230,0,0
1990,-1666,0,0
1187,-596,0,0
588,-1777,0,0
639,-423,0,0
1880,-1772,1,0
1200,-857,0,0
18,-28,0,0
489,-1894,0,0
547,-1784,0,0
538,-876,1,0
1329,-491,0,0
1800,-1722,1,0
1603,-334,0,0
568,-1801,0,0
364,-1973,1,0
1902,-1419,0,0
1736,-1306,1,0
1239,-497,0,0
1977,-811,1,0
984,-1943,0,0
180,-1942,1,0
1819,-1985,1,0
1482,-1956,1,0
1565,-1479,0,0
347,-472,0,0
1235,-1528,0,0
1661,-1363,0,0
1991,-1024,0,0
1132,-1934,0,0
494,-1180,0,0
1905,-1146,0,0
1264,-802,0,0
485,-1354,0,0
1257,-1625,1,0
923,-557,0,0
1220,-1363,0,0
1151,-283,0,0
689,-805,1,0
899,-1232,0,0
1112,-1729,0,0
1736,-1442,0,0
441,-1395,0,0
452,-1395,0,0
598,-1457,1,0
1994,-1051,0,0
59,-390,1,0
948,-1926,0,0
62,-678,0,0
1387,-707,0,0
967,-1477,0,0
559,-1367,1,0
1229,-605,0,0
553,-149,0,0
528,-1389,0,0
1165,-1664,0,0
860,-584,1,0
103,-1732,1,0
1844,-315,0,0
1791,-386,1,0
996,-293,1,0
1699,-1155,0,0
469,-115,0,0
1773,-1214,1,0
1302,-722,0,0
15,-1743,0,0
1964,-107,0,0
338,-1336,0,0
861,-949,0,0
819,-788,0,0
376,-662,1,0
1319,-66,0,0
192,-372,1,0
235,-600,0,0
18,-1908,1,0
716,-1846,0,0
746,-1507,0,0
1880,-1031,0,0
1366,-1449,0,0
475,-1019,0,0
1474,-1580,0,0
79,-750,0,0
691,-880,0,0
303,-1226,0,0
601,-1181,0,0
288,-1117,0,0
1422,-1245,1,0
1930,-641,0,0
1306,-1209,0,0
705,-1295,0,0
373,-627,1,0
413,-38,0,0
1888,-1877,0,0
1075,-773,0,0
1963,-359,0,0
937,-1513,1,0
1692,-1938,0,0
430,-1997,0,0
1721,-488,0,0
1256,-506,0,0
760,-1267,0,0
1646,-73,1,0
360,-1643,1,0
1233,-1597,0,0
954,-567,0,0
28,-1787,0,0
650,-696,0,0
1481,-1502,1,0
1048,-1379,0,0
933,-528,0,0
73,-1334,0,0
1322,-611,0,0
1845,-1323,1,0
1343,-1505,0,0
198,-1580,1,0
461,-1576,0,0
394,-384,1,0
251,-569,0,0
1911,-246,1,0
400,-708,0,0
200,-1353,0,0
1889,-169,0,0
1839,-1769,0,0
592,-1121,1,0
1445,-679,0,0
1823,-955,0,0
419,-371,0,0
1821,-1958,0,0
1631,-1680,0,0
120,-1703,0,0
1036,-1283,0,0
166,-1032,0,0

near cbsd peopel number
44,76,59,52,43,70,62,51,53,60,57,49,57,65,59,50,53,66,53,59,41,60,62,54,51,72,55,53,54,45
